State,District,Crop,Year,Season,Area,Area Units,Production,Production Units,Yield
Uttar Pradesh,SHRAVASTI,Gram,2001-02,Rabi,380.0,Hectare,247.0,Tonnes,0.65
Andhra Pradesh,KARIMNAGAR,Horse-gram,2008-09,Rabi,918.0,Hectare,384.0,Tonnes,0.4183006535947712
Uttar Pradesh,PRATAPGARH,Bajra,2001-02,Kharif,14037.0,Hectare,16306.0,Tonnes,1.161644225974211
Assam,KARBI ANGLONG,Sweet potato,2001-02,Whole Year,248.0,Hectare,782.0,Tonnes,3.153225806451613
Arunachal Pradesh,LOWER DIBANG VALLEY,Other Rabi pulses,2016-17,Rabi,103.0,Hectare,60.0,Tonnes,0.5825242718446602
Gujarat,BOTAD,Castor seed,2014-15,Kharif,205.0,Hectare,592.0,Tonnes,2.887804878048781
Odisha,BALESHWAR,Arhar/Tur,1997-98,Summer,3913.0,Hectare,646.0,Tonnes,0.1650907232302581
Telangana,RAJANNA,Rice,2016-17,Rabi,36173.0,Hectare,144186.0,Tonnes,3.986011666159843
Assam,KAMRUP METRO,Rice,2005-06,Autumn,1121.0,Hectare,1450.0,Tonnes,1.2934879571810882
West Bengal,24 PARAGANAS SOUTH,Turmeric,2001-02,Whole Year,236.0,Hectare,142.0,Tonnes,0.6016949152542372
Bihar,SARAN,Maize,2009-10,Rabi,6099.0,Hectare,10454.0,Tonnes,1.7140514838498115
Bihar,PURBI CHAMPARAN,Masoor,2019-20,Rabi,5121.0,Hectare,4681.0,Tonnes,0.9140792813903534
Rajasthan,HANUMANGARH,Castor seed,2004-05,Kharif,10354.0,Hectare,8160.0,Tonnes,0.7881012169209967
Rajasthan,CHITTORGARH,Urad,2016-17,Kharif,8152.0,Hectare,2595.0,Tonnes,0.3183267909715407
Madhya Pradesh,ASHOKNAGAR,Sweet potato,2019-20,Whole Year,51.0,Hectare,701.0,Tonnes,13.745098039215684
Gujarat,KACHCHH,Gram,2001-02,Rabi,300.0,Hectare,100.0,Tonnes,0.3333333333333333
Rajasthan,KOTA,Gram,2001-02,Rabi,17195.0,Hectare,16807.0,Tonnes,0.9774353009595812
Uttar Pradesh,KANPUR DEHAT,Dry chillies,2007-08,Kharif,146.0,Hectare,141.0,Tonnes,0.9657534246575342
Uttar Pradesh,AURAIYA,Barley,2001-02,Rabi,3868.0,Hectare,9176.0,Tonnes,2.372285418821096
Chhattisgarh,KOREA,Sesamum,2001-02,Kharif,1418.0,Hectare,284.0,Tonnes,0.2002820874471086
Assam,KARIMGANJ,Onion,2001-02,Whole Year,30.0,Hectare,92.0,Tonnes,3.066666666666667
Bihar,KISHANGANJ,Ragi,2001-02,Kharif,838.0,Hectare,626.0,Tonnes,0.747016706443914
Gujarat,PANCH MAHALS,Potato,2005-06,Whole Year,100.0,Hectare,1700.0,Tonnes,17.0
Chhattisgarh,SURGUJA,Maize,2004-05,Kharif,37078.0,Hectare,49598.0,Tonnes,1.3376665408058688
Gujarat,BHARUCH,Dry chillies,1997-98,Kharif,300.0,Hectare,300.0,Tonnes,1.0
Madhya Pradesh,RAJGARH,Other Rabi pulses,2001-02,Rabi,3401.0,Hectare,1020.0,Tonnes,0.2999117906498089
Madhya Pradesh,BETUL,Groundnut,2017-18,Summer,40.0,Hectare,50.0,Tonnes,1.25
Punjab,FIROZEPUR,Rapeseed &Mustard,2003-04,Rabi,12000.0,Hectare,17000.0,Tonnes,1.4166666666666667
Karnataka,CHAMARAJANAGAR,Onion,2008-09,Summer,331.0,Hectare,1805.0,Tonnes,5.453172205438066
Assam,SONITPUR,Arhar/Tur,2003-04,Kharif,499.0,Hectare,413.0,Tonnes,0.8276553106212425
Jharkhand,PAKUR,Sunflower,2017-18,Rabi,5.0,Hectare,3.0,Tonnes,0.6
Chhattisgarh,DANTEWADA,Horse-gram,2010-11,Rabi,73.0,Hectare,,Tonnes,0.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Arhar/Tur,2001-02,Kharif,1470.0,Hectare,1427.0,Tonnes,0.9707482993197278
Chhattisgarh,BILASPUR,Other Kharif pulses,2001-02,Kharif,262.0,Hectare,118.0,Tonnes,0.4503816793893129
Karnataka,MYSORE,Urad,2015-16,Summer,20.0,Hectare,10.0,Tonnes,0.5
Gujarat,KHEDA,Maize,2016-17,Summer,101.0,Hectare,211.0,Tonnes,2.089108910891089
Assam,DIBRUGARH,Mesta,2001-02,Kharif,3.0,Hectare,15.0,Bales,5.0
Uttar Pradesh,SHAMLI,Urad,2012-13,Summer,590.0,Hectare,331.0,Tonnes,0.5610169491525424
Chhattisgarh,BALODA BAZAR,Safflower,2013-14,Rabi,82.0,Hectare,20.0,Tonnes,0.2439024390243902
Madhya Pradesh,RATLAM,Safflower,2001-02,Rabi,6.0,Hectare,3.0,Tonnes,0.5
Rajasthan,JODHPUR,Dry chillies,2001-02,Whole Year,10166.0,Hectare,10166.0,Tonnes,1.0
Maharashtra,NANDURBAR,Other Kharif pulses,2001-02,Kharif,11700.0,Hectare,3000.0,Tonnes,0.2564102564102564
Punjab,FIROZEPUR,Rice,2010-11,Kharif,258000.0,Hectare,954000.0,Tonnes,3.697674418604651
West Bengal,24 PARAGANAS NORTH,Moong(Green Gram),2010-11,Summer,63.0,Hectare,40.0,Tonnes,0.6349206349206349
Manipur,CHANDEL,Ginger,2001-02,Kharif,330.0,Hectare,540.0,Tonnes,1.6363636363636365
West Bengal,PURBA BARDHAMAN,Groundnut,2001-02,Summer,301.0,Hectare,421.0,Tonnes,1.398671096345515
Madhya Pradesh,DHAR,Maize,2014-15,Kharif,80000.0,Hectare,229000.0,Tonnes,2.8625
Tamil Nadu,KRISHNAGIRI,Urad,2013-14,Rabi,363.0,Hectare,310.0,Tonnes,0.8539944903581267
Gujarat,MAHISAGAR,Sesamum,2019-20,Kharif,93.0,Hectare,48.0,Tonnes,0.5161290322580645
Bihar,GAYA,Other Rabi pulses,1998-99,Rabi,14576.0,Hectare,12154.0,Tonnes,0.8338364434687157
Rajasthan,BHILWARA,Sannhamp,2001-02,Whole Year,210.0,Hectare,81.0,Tonnes,0.3857142857142857
Madhya Pradesh,CHHATARPUR,Rapeseed &Mustard,2009-10,Whole Year,18806.0,Hectare,6240.0,Tonnes,0.331808997128576
West Bengal,MURSHIDABAD,Small millets,1997-98,Whole Year,40.0,Hectare,17.0,Tonnes,0.425
Uttar Pradesh,MIRZAPUR,Other Rabi pulses,2006-07,Rabi,4724.0,Hectare,6746.0,Tonnes,1.4280270956816257
Manipur,SENAPATI,Potato,2000-01,Whole Year,360.0,Hectare,1890.0,Tonnes,5.25
Uttar Pradesh,SHAHJAHANPUR,Tobacco,2001-02,Whole Year,198.0,Hectare,1265.0,Tonnes,6.388888888888889
Madhya Pradesh,REWA,Rapeseed &Mustard,2001-02,Rabi,2530.0,Hectare,784.0,Tonnes,0.3098814229249012
Tamil Nadu,CUDDALORE,Onion,2013-14,Rabi,5.0,Hectare,42.0,Tonnes,8.4
